complaint_text,mapped_category,urgency_label
"A gang of dacoits attacked my remote village last night. They were firing guns in the air to create panic and went from house to house, looting whatever they could find.",Robbery,High
I was on a pilgrimage tour with my family when our bus was stopped on a highway by a group of robbers who had blocked the road with logs. They took valuables from all the passengers.,Robbery,High
"My father was brutally attacked with a metal rod during his morning walk in the park, and his gold ring and wallet were forcibly taken. He is now in the hospital.",Robbery,High
"I run a small stall at a weekly flea market. A group of local thugs came and forcefully took away a large portion of my merchandise without paying, threatening me when I tried to protest.",Robbery,High
"Our family was held hostage in our own home for several hours while robbers calmly went through every room, picking out valuables and loading them into their vehicle.",Robbery,High
The bank branch where I work as a cashier was robbed by a group of well-organized armed men in broad daylight. They held the staff and customers at gunpoint.,Robbery,High
I was returning from a wedding reception late at night with my family when our car was stopped by another car. The occupants robbed us of all the jewelry and cash we were carrying.,Robbery,High
"A courier agent carrying a consignment of diamonds was intercepted and assaulted by a group of men on bikes, who then stole the entire high-value parcel.",Robbery,High
"My business partner was kidnapped from his office, and the kidnappers have called me demanding a huge ransom for his safe release. This is a case of kidnapping for ransom.",Robbery,High
I witnessed a daylight robbery at the jewelry showroom across the street from my office. The robbers fired shots in the air before escaping with bags of jewelry.,Robbery,High
"My large poultry farm was raided by a rival gang. They came in a truck, threatened my workers with sickles, and stole hundreds of birds.",Robbery,High
I was on a video call with my parents when someone broke into my house through the back door. I was held at knifepoint and robbed while my parents watched helplessly on the screen.,Robbery,High
A security van transporting cash to ATMs was ambushed and attacked with explosives. The robbers fled with several cash boxes after a shootout with the guards.,Robbery,High
I was forced to open my banking app on my phone at gunpoint and transfer my entire account balance to an account number they provided.,Robbery,High
A person I was in a relationship with has been blackmailing me. They are threatening to release our private and intimate photos on the internet unless I pay them a large sum of money every month.,Extortion,High
I received a phone call from an unknown person who claimed to have very personal and damaging information about my family. They demanded a payment of 5 lakh rupees to keep it a secret.,Extortion,High
My ex-partner is threatening to spread false and malicious rumors about me to my boss and colleagues at my new workplace if I don't give them a substantial amount of money.,Extortion,Medium
"I am a small business owner in the local market, and a well-known local goon is demanding 'protection money' from me on a weekly basis, threatening to vandalize my shop if I don't comply.",Extortion,High
Someone is threatening to file a completely false and fabricated police complaint of harassment against me if I don't pay them one lakh rupees immediately.,Extortion,Medium
"I have been receiving anonymous letters delivered to my home, demanding a large sum of money, with explicit threats of physical harm to my children if I inform the police.",Extortion,High
A person who managed to record a private video of me without my consent is now demanding a huge amount of money to prevent them from uploading it to adult websites.,Extortion,High
My business partner is threatening to expose some minor financial irregularities from our company's past to the tax authorities unless I agree to sell him my share of the company for a very low price.,Extortion,Medium
"I am a college professor, and a student who failed my class is threatening to make false accusations of misconduct against me to the university dean unless I change their grade to a pass.",Extortion,Low
"Someone has stolen my pet dog, and I received a call from them demanding a ransom of 50,000 rupees for its safe return. They threatened to harm the dog if I didn't pay.",Extortion,Medium
"A group of people are threatening to organize a loud and defamatory public protest outside my house every day, ruining my family's reputation in the neighborhood, unless I pay them off.",Extortion,Medium
I am being forced to sign over the ownership documents of my ancestral property against my will. The person is threatening me and my elderly parents with violence.,Extortion,High
A person I recently broke up with is threatening to post our personal and private chats on social media platforms if I don't get back together with them.,Extortion,Medium
"I am a doctor, and the family of a deceased patient is threatening to file a false medical negligence case and ruin my career unless I waive the entire hospital bill.",Extortion,Medium
"A local politician is demanding a huge 'donation' for his party's upcoming event, with a clear and implied threat to the future of my business and its licenses if I refuse to contribute.",Extortion,High
Someone is threatening to harm my family if I go to court and testify as a witness in a hit-and-run case that I saw.,Extortion,High
"I am a journalist working on an investigative story about a major corruption scam. I have been receiving anonymous threats to my life, warning me to stop the investigation immediately.",Extortion,High
A person who discovered my sexual orientation is threatening to reveal it to my conservative family and community unless I provide them with a steady supply of money.,Extortion,Medium
"I am being forced to work for extremely low wages, far below the legal minimum, under the constant threat of being fired and then blacklisted with other employers in the industry.",Extortion,Low
"A local moneylender is threatening me with severe physical violence to recover a loan, even though I have been paying the agreed-upon interest. The threats are becoming more frequent.",Extortion,Medium
"I lost my wallet containing important documents. Someone found it and is now demanding a very large and unreasonable 'reward' for its return, refusing to give it back otherwise.",Extortion,Low
"I am a public official, and a contractor is threatening to expose a minor procedural lapse from my past unless I approve their substandard and illegal construction project.",Extortion,High
A powerful landowner is threatening to burn my crops and poison my well if I don't agree to sell my small plot of land to them at a price far below the market rate.,Extortion,Medium
My landlord is threatening to have me and my family forcibly thrown out onto the street by his men unless I agree to an immediate and illegal 50% rent hike.,Extortion,Low
Someone is threatening to get my child expelled from their school by making false and serious complaints to the administration if I don't withdraw my candidacy from the upcoming parent-teacher association election.,Extortion,Low
I am being coerced into participating in an illegal money laundering operation under the direct threat of severe harm to my loved ones if I refuse to cooperate.,Extortion,High
A person is threatening to file a false and humiliating dowry case against me and my entire family if I don't agree to their unreasonable and exorbitant demands in our ongoing divorce settlement.,Extortion,High
"Someone has my stolen laptop which contains sensitive work data. They are demanding a large sum of money for its return, threatening to wipe all the data and sell the hardware otherwise.",Extortion,Medium
"I am a small shopkeeper, and a rival business owner is threatening to set my shop on fire at night if I don't shut down my business and leave the area.",Extortion,High
A former employee whom I fired for poor performance is threatening to reveal confidential company trade secrets to our biggest competitor unless I give them a positive job reference and a large severance package.,Extortion,Low
"I was tricked into an online investment scheme that promised daily returns of 5%. The website and app worked for a week, and then disappeared. I've lost over 2 lakh rupees.",Fraud,Medium
Someone called me pretending to be from my bank's credit card department and got my card details and OTP to 'increase my limit'. A large amount of money was immediately spent on online shopping.,Fraud,Medium
"I received an email with a very attractive job offer from a reputed overseas company. The process required me to pay a 'visa processing fee' of 75,000 rupees. After paying, the company's website and email address became inactive.",Fraud,Low
"A person sold me a plot of land using expertly forged ownership documents. I paid a significant amount, only to find out later that the land actually belongs to the government.",Fraud,High
"I invested my life savings in a company that promised guaranteed high returns on an agricultural project. It turned out to be a massive Ponzi scheme, and now the owners are absconding with crores of rupees.",Fraud,High
"Someone created a fake Facebook profile of my best friend using her pictures and is now sending messages to all our common friends, claiming to be in a medical emergency and asking for urgent money transfers.",Fraud,Low
"I received an SMS message saying I had won a car in a lucky draw and had to pay a processing fee and GST of 25,000 rupees to claim the prize. It was a well-known scam.",Fraud,Low
A person convinced me to join a get-rich-quick scheme that involved me buying a product kit and then recruiting more people under me. I realized it was a classic pyramid scheme after investing my money.,Fraud,Medium
I sold my old phone on an online marketplace. The buyer sent me a screenshot of a fake payment confirmation and took the phone without actually transferring the money.,Fraud,Low
"Someone has been using my credit card details, which were likely stolen from a data breach, to make a series of small, unauthorized online purchases over the past month.",Fraud,Medium
I was promised a secure government job in the railways by an 'agent' who took a large sum of money from me for 'bribes and paperwork'. He has since disappeared.,Fraud,High
"A travel agent sold me a complete holiday package to Europe. When I reached the destination, I found out that none of the hotel bookings were real, and the return flight tickets were also fake.",Fraud,Medium
"I was sold a very convincing counterfeit luxury watch that was advertised online as a 100% genuine, certified pre-owned item.",Fraud,Low
"A person posing as an insurance agent collected a year's worth of health insurance premium from me in cash but never deposited it with the insurance company, and instead gave me a fake policy document.",Fraud,Low
"I was part of an online data entry job where I had to pay for a 'membership kit'. I completed the work but never received any payment, and the website is now down.",Fraud,Low
"Someone has taken a loan of 80,000 rupees from a shady mobile lending app using my PAN card and Aadhaar card details, which I had shared for a different purpose. Now recovery agents are harassing me.",Fraud,Medium
"I was sold a used car that had its odometer rolled back by nearly 60,000 kilometers to show a much lower mileage, which I discovered after my mechanic inspected it.",Fraud,Low
A person pretending to be a charity worker collected a significant amount of donations from my entire residential society for a fake disaster relief fund.,Fraud,Low
I received a very official-looking but fake electricity bill via email. The payment link directed me to a fraudulent website which captured my banking details.,Fraud,Low
"Someone has been using my identity documents, which I lost last year, to claim government subsidies and benefits that I am not entitled to.",Fraud,Medium
"I was sold a property that was already mortgaged to a bank. The seller did not disclose this critical fact, and now the bank is threatening to seize the property.",Fraud,High
A new tech company raised a huge amount of money from the public through an Initial Public Offering (IPO) and then the promoters siphoned off the funds and disappeared.,Fraud,High
"I was tricked into signing a legal document in a language I don't understand. I was told it was a rental agreement, but it turned out to be a power of attorney giving them control over my assets.",Fraud,High
Someone is running a fake e-commerce website using a name very similar to a well-known brand. They are selling counterfeit goods and stealing customer data.,Fraud,Low
I was promised a lead role in a movie by a person who claimed to be a famous film director. He took a large sum of money from me for 'acting workshops' and 'portfolio shoots' and then vanished.,Fraud,Low
"A person approached me with a fantastic offer to double my investment of 1 lakh rupees in just one month through a special trading scheme. I gave him the money, and he is now untraceable.",Fraud,Medium
"I was sold a high-end laptop that I later discovered was a stolen item. Its serial number was tampered with, and the original owner has now contacted me after tracking it.",Fraud,Low
Someone has created a fake website of a popular government service portal to steal the personal and financial information of unsuspecting citizens trying to access the service.,Fraud,Medium
"I received a QR code on a messaging app from a stranger with the promise of receiving a cashback reward. When I scanned the code and entered my PIN, a large sum of money was debited from my account instead.",Fraud,Low
"A person claiming to be a holy man with supernatural powers took a lot of money and jewelry from my family to perform a ritual that was supposed to solve all our problems, but nothing happened.",Fraud,Low
"I ordered a specific brand of organic honey from a new online store, but the product I received was a cheap, adulterated sugar syrup. The seller is now unreachable and their website is down.",Cheating,Low
"A car mechanic charged me for a brand new original clutch plate but secretly installed a cheap, refurbished one in my car without my knowledge. I found out from another mechanic.",Cheating,Low
"I paid a local contractor an advance of 50,000 rupees to build a compound wall for my house. He did minimal work and has now disappeared with the money, not answering my calls.",Cheating,Medium
"A grocery store owner has been using a tampered weighing scale for months, and has been intentionally giving me less quantity of products like rice and sugar than what I paid for.",Cheating,Low
"I bought a ticket for a live concert from a reseller outside the venue, only to find out at the gate that the ticket was fake and invalid.",Cheating,Low
"A person promised to get me a work visa and a job in Canada. He took my original passport and 2 lakh rupees, but the visa and job offer were fake, and now he is not returning my passport.",Cheating,High
"I was sold a textbook from a college bookstore that was advertised as the latest edition, but it turned out to be an older, outdated edition with a new cover.",Cheating,Low
A coaching center took the fees for a whole year in advance for my child's medical entrance exam preparation and then abruptly shut down their operations after just two months.,Cheating,Low
I was sold a used car with known serious engine defects that the seller intentionally and cleverly concealed from me during the inspection and test drive. The car broke down within a week.,Cheating,Medium
"A person entered into a relationship with me with the false promise of marriage. Over a year, they took a lot of money and jewelry from my family for a 'joint investment', and then suddenly broke the engagement and disappeared.",Cheating,High
"I bought a piece of agricultural land, and after the purchase, I found out through an official survey that the actual area of the land is 20% less than what was mentioned in the registered sale deed.",Cheating,High
"A person on the street sold me a high-end smartphone in a sealed box for a very cheap price. When I got home, I found that the box contained a perfect clone of the phone, not the original.",Cheating,Low
I hired a senior software developer for my startup based on a very impressive but completely fake degree certificate from a prestigious university and fake experience letters.,Cheating,Low
"While shopping, a person in a crowded shop cleverly swapped my genuine branded product with a counterfeit one at the billing counter while I was distracted.",Cheating,Low
"I was promised a 'buy one get one free' discount on a product if I paid in advance online. After I made the payment, the seller refused to honor the offer and charged me the full price for a single item.",Cheating,Low
"A real estate builder has not provided several key amenities like a swimming pool and a gym, which were prominently advertised in the brochure and were a key reason for me buying the apartment.",Cheating,Medium
I was sold a used car that was involved in a major accident and was structurally damaged. The seller claimed it was a non-accidental vehicle and showed me a forged service history.,Cheating,Medium
"A person on a B2B platform promised to deliver a bulk order of raw materials to my factory. I made a large advance payment, but they never delivered the goods and are not responding.",Cheating,Medium
"I was sold a packaged food product that was well past its expiry date. The original date on the packaging had been tampered with and a new, fake date was printed over it.",Cheating,Low
"A close acquaintance took a friendly loan of one lakh rupees from me with a written promise to return it in a month for a medical emergency. It has been over a year, and they now have no intention of returning the money.",Cheating,Low
"I was tricked into buying a pre-scratched lottery ticket where the seller made it look like I had won a small prize, just to get me to buy more of their losing tickets.",Cheating,Low
"A person sold me a residential property that had an ongoing legal dispute with the neighbors over the boundary line, without disclosing this critical fact during the sale process.",Cheating,High
"I was promised a hefty commission for a large sales deal that I was instrumental in closing for my company, but after the deal was done, they refused to pay me the promised amount.",Cheating,Low
"A person came to my house pretending to be interested in buying my car. During the test drive, they drove away with the car and never returned.",Cheating,Medium
I was sold a puppy of a rare and expensive breed. I later found out from a vet that it was a common stray dog that had been groomed to look like the expensive breed. The puppy was also sick.,Cheating,Low
A person pretending to be a senior government officer took a significant amount of money from me with the false promise of getting my pending construction permits approved quickly.,Cheating,Medium
"I was sold an expensive lifetime membership to a newly opened sports club, which then declared bankruptcy and shut down just a few weeks after I paid the fees.",Cheating,Low
"A person sold me a second-hand laptop claiming it had high-end specifications. When I checked, I found that its internal parts like the RAM and processor had been replaced with much cheaper, older alternatives.",Cheating,Low
"A financial advisor promised to invest my retirement savings in safe, high-return government bonds but instead used the money for his personal high-risk stock trading and lost most of it.",Cheating,High
"Someone has been posting completely false and defamatory statements about me on various social media platforms, alleging that I have a criminal record, which is severely damaging my personal and professional reputation.",Defamation,Low
"A local newspaper published a front-page article about my family's business that contained several baseless and malicious claims of tax evasion, causing a significant loss of customers and public trust.",Defamation,Medium
"My ex-colleague, whom I had a professional disagreement with, is now spreading vicious lies about my competence and professional conduct to my new employer in an attempt to get me fired.",Defamation,Low
"A person has created an anonymous blog dedicated to writing defamatory and slanderous articles about me and my family, filled with personal attacks and fabricated stories.",Defamation,Low
"Someone has taken my publicly available photos, digitally altered them to be obscene, and is now sharing them in various online groups and forums, causing me immense mental anguish and reputational harm.",Defamation,Medium
"A rival business in my area is deliberately spreading false rumors that my restaurant uses expired and unhygienic ingredients, which has led to a drastic drop in business and a visit from health inspectors.",Defamation,Medium
"A person is sending mass emails to all my professional contacts and clients with completely false information about my company's financial health, claiming we are going bankrupt.",Defamation,Medium
Someone has printed and distributed pamphlets throughout my entire neighborhood containing false and highly defamatory information about my personal life and character.,Defamation,Low
"A person has been making false and defamatory statements about me during public community meetings, accusing me of being involved in illegal activities.",Defamation,Low
"Someone has been making anonymous calls to my workplace and spreading baseless rumors about my personal conduct to my boss and the HR department, jeopardizing my job.",Defamation,Medium
A person has been systematically posting dozens of negative and completely false reviews about my small online business from multiple fake accounts in order to deliberately damage its rating and reputation.,Defamation,Low
Someone has been consistently writing defamatory and insulting comments about me and my work on public forums and social media groups related to my profession.,Defamation,Low
A person is threatening to publish a highly defamatory and fabricated article about me in a local tabloid magazine unless I agree to pay them a large sum of money.,Defamation,Medium
"Someone has created and uploaded a defamatory video about me on a popular video-sharing platform, which is full of lies and has been viewed by thousands of people.",Defamation,Medium
"A person has been making false and serious allegations of professional misconduct against me to the official regulatory body of my profession, in an attempt to have my license revoked.",Defamation,Medium
"Someone has been spreading false and hurtful rumors about my personal life and relationships among my close circle of friends and relatives, causing a lot of distress.",Defamation,Low
A person has been making defamatory statements about my character and parenting skills in front of my children's school authorities and other parents.,Defamation,Medium
"Someone has been sending defamatory and fake messages about me to a large WhatsApp group of my residential society, causing me public humiliation.",Defamation,Low
"A person has been making false claims about the safety and quality of my handmade products to my potential customers, directly causing me financial loss.",Defamation,Medium
"Someone has been making false and defamatory statements about me to my landlord, with the malicious intent of trying to get me evicted from my rented home.",Defamation,Low
"A person has been spreading false rumors that I have a serious contagious disease, which has led to me being socially ostracized in my community.",Defamation,Medium
Someone has been making defamatory statements about my religious beliefs and practices in a public setting.,Defamation,Low
"A person has been making false allegations of incompetence and negligence against me in my workplace, which is affecting my performance reviews and career growth.",Defamation,Medium
Someone has been spreading false and damaging rumors that I am in a huge amount of financial debt and am about to declare bankruptcy.,Defamation,Low
A person has been making defamatory and insulting statements about my family's social and economic background.,Defamation,Low
"Someone has been making false and serious allegations of cheating against me to the examination board of my university, putting my degree at risk.",Defamation,Low
"A person has been spreading false and sensitive rumors about my mental health condition, causing me a great deal of emotional distress.",Defamation,Low
Someone has been making defamatory and hateful statements about my political views and affiliations online.,Defamation,Low
"A person has been making false allegations of plagiarism against me for my recently published academic research paper, harming my professional reputation.",Defamation,Medium
A person has been following me home from my workplace every evening and sending me unwanted and creepy messages on my social media. I am extremely scared for my personal safety.,Criminal Intimidation,High
"My neighbor, after a heated argument about a parking spot, openly threatened to break the windows of my car and 'see what happens' to me.",Criminal Intimidation,Medium
"I have been receiving anonymous calls from a distorted voice, threatening to harm my family if I proceed with reporting a local crime that I witnessed.",Criminal Intimidation,High
A group of people associated with a rival candidate have threatened me with dire physical consequences if I do not withdraw my nomination from the upcoming local council election.,Criminal Intimidation,High
A local moneylender and his associates are threatening me and my family with violence and property seizure if I don't repay a loan along with an exorbitant and illegal rate of interest.,Criminal Intimidation,High
"I am a key witness in a serious criminal case, and the family of the accused has been constantly threatening me and my children to prevent me from testifying in court.",Criminal Intimidation,High
"My landlord has threatened to cut off my electricity and water supply and then forcibly throw my belongings out of the house if I don't pay the increased rent by tomorrow, even though the due date is a week away.",Criminal Intimidation,Low
A person with whom I have a long-standing business dispute has sent me a message saying he will 'take care of me permanently' if I don't withdraw my civil lawsuit against him.,Criminal Intimidation,Medium
A group of senior students in my college are threatening a junior professor with public humiliation and false complaints if he doesn't give them passing grades in the final examination.,Criminal Intimidation,Low
I am being constantly threatened by my husband and in-laws with physical abuse and being thrown out of the house for not bringing enough dowry from my parents.,Criminal Intimidation,High
A person is threatening to burn my retail shop down at night if I don't start giving him a share of my profits as 'protection money'.,Criminal Intimidation,High
I have been receiving veiled threats from a senior co-worker after I reported his unethical behavior and misconduct to the HR department of our company.,Criminal Intimidation,Medium
A former employee is threatening to get me fired from my job by making a series of false and damaging complaints to my superiors if I don't provide him with a glowing recommendation letter.,Criminal Intimidation,Low
"I am the captain of a local sports team, and I am being threatened by members of a rival team to deliberately lose the upcoming championship match, or face consequences.",Criminal Intimidation,Low
A person is threatening to kidnap my young child from their school if I don't transfer a large sum of money to their account by the end of the day.,Criminal Intimidation,High
I am being threatened and intimidated by a group of powerful people in my village to sell my ancestral land to them at a price that is significantly below the market value.,Criminal Intimidation,Medium
A person is threatening to post my private and intimate pictures and videos online and share them with my family and friends if I don't continue our relationship against my will.,Criminal Intimidation,High
"I am being threatened by a neighbor to not report his illegal construction activities to the municipal corporation, with hints of dire consequences if I do so.",Criminal Intimidation,Medium
A person is threatening to repeatedly damage my car with scratches and dents if I continue to park it in a public parking spot that he considers his own.,Criminal Intimidation,Low
"I am being threatened by a local political worker to vote for a particular candidate in the upcoming election, or else my family will face problems.",Criminal Intimidation,Low
"A person is threatening to file a false and complicated police case against me and my family if I don't agree to give him a large, interest-free loan.",Criminal Intimidation,Medium
"I am being threatened by a business competitor to not participate in an important government contract tender, so that they can win it without any competition.",Criminal Intimidation,Medium
A former friend is threatening to reveal a very personal and embarrassing secret from my past to my current social circle if I don't do him a significant personal favor.,Criminal Intimidation,Low
I am being threatened by the owner of a company against whom I filed a complaint in the consumer court. He has warned me to withdraw the complaint immediately.,Criminal Intimidation,Low
A person is threatening to poison my pet dog if I don't take measures to completely stop it from barking at any time of the day or night.,Criminal Intimidation,Low
"I am being threatened by an established shop owner in a market to not open my new shop in the same area, claiming that it is his 'territory'.",Criminal Intimidation,Medium
A distant relative is threatening to create a huge and embarrassing scene at my upcoming wedding if I don't invite him and his entire family.,Criminal Intimidation,Low
I am being threatened by another resident in my housing society to withdraw my name from the election for the secretary's post.,Criminal Intimidation,Low
A person is threatening to have me and my family socially boycotted by the entire community if I don't adhere to a particular outdated and regressive custom.,Criminal Intimidation,Low
"During a minor traffic altercation, the other driver got out of his car, dragged me out of mine, and physically assaulted me, leaving me with a black eye and several bruises.",Assault,Medium
"While I was attending a crowded public concert, a person in the crowd intentionally and forcefully pushed and shoved me, causing me to fall down and injure my knee.",Assault,Low
"I was trying to act as a peacemaker and break up a fight between two of my acquaintances, but one of the individuals involved turned around and punched me directly in the face.",Assault,Medium
"A person in a bar got into an argument with me and then suddenly threw a glass bottle at me, which hit me on the side of my head and caused a deep, bleeding gash.",Assault,High
My neighbor slapped me hard across the face during a heated argument over our shared compound wall. The argument was over a very trivial issue.,Assault,Low
I was attacked by a group of unidentified people with wooden sticks and iron rods while I was returning home late at night from work. I have sustained multiple injuries.,Assault,High
"A person I was having a serious argument with suddenly lunged at me and tried to choke me with both his hands, leaving visible marks on my neck.",Assault,High
I was spat on directly in the face by a person in a public place after I accidentally bumped into him. It was a disgusting and humiliating act.,Assault,Low
"A person with whom I had a dispute threw an unknown chemical substance on my face, which caused immediate and severe burning sensations and skin damage.",Assault,High
"I was dragged out of my car and beaten up by a group of people from another vehicle after a minor traffic accident, even though the accident was not my fault.",Assault,High
A person hit me on the head with a heavy motorcycle helmet during a fight that broke out over a parking spot. I felt dizzy and had to get stitches.,Assault,Medium
"I was intentionally pushed down a flight of stairs by a person I know, which caused me to fall and fracture my arm in two places.",Assault,High
